numeor epoch;batch_size;nb_epochs;learning_rate;input_size;hidden_size;output_size;weight_init_range;Training Loss;Validation Loss;Test Loss;Accuracy
5;4;10;0,0025;784;256;10;(-0,001, 0,001);0,24612927;0,251513488;0,22799164;93,25714286
6;4;10;0,0025;784;256;10;(-0,001, 0,001);0,221355883;0,230779529;0,207181962;93,97142857
7;4;10;0,0025;784;256;10;(-0,001, 0,001);0,200508882;0,215731935;0,195326711;94,08571429
8;4;10;0,0025;784;256;10;(-0,001, 0,001);0,183772333;0,201163637;0,178377875;94,75714286
9;4;10;0,0025;784;256;10;(-0,001, 0,001);0,169392637;0,187012138;0,167215299;95,15714286
10;4;10;0,0025;784;256;10;(-0,001, 0,001);0,156860235;0,175116829;0,155726918;95,6
1;5;10;0,0025;784;256;10;(-0,001, 0,001);1,528353255;0,59631774;0,575036133;84,18571429
2;5;10;0,0025;784;256;10;(-0,001, 0,001);0,456412281;0,395251853;0,369800039;89,71428571
3;5;10;0,0025;784;256;10;(-0,001, 0,001);0,350738721;0,337329702;0,311548326;91,08571429
4;5;10;0,0025;784;256;10;(-0,001, 0,001);0,308250668;0,306591139;0,280094057;91,8
5;5;10;0,0025;784;256;10;(-0,001, 0,001);0,279908889;0,282188463;0,25919577;92,47142857
6;5;10;0,0025;784;256;10;(-0,001, 0,001);0,257240323;0,262164133;0,24089469;93,02857143
7;5;10;0,0025;784;256;10;(-0,001, 0,001);0,237449041;0,247262258;0,225059489;93,38571429
8;5;10;0,0025;784;256;10;(-0,001, 0,001);0,219886958;0,228622268;0,210994192;93,67142857
9;5;10;0,0025;784;256;10;(-0,001, 0,001);0,204375728;0,214714681;0,196982607;94,35714286
10;5;10;0,0025;784;256;10;(-0,001, 0,001);0,190799495;0,202549792;0,188957576;94,51428571
1;2;10;0,005;784;256;10;(-0,001, 0,001);0,599327746;0,287548506;0,26421116;92,2
2;2;10;0,005;784;256;10;(-0,001, 0,001);0,226529012;0,196038074;0,177045829;94,8
3;2;10;0,005;784;256;10;(-0,001, 0,001);0,160349928;0,165953255;0,142511372;95,78571429
4;2;10;0,005;784;256;10;(-0,001, 0,001);0,12420582;0,135009366;0,116056957;96,64285714
5;2;10;0,005;784;256;10;(-0,001, 0,001);0,100662506;0,127185907;0,109004644;96,84285714
6;2;10;0,005;784;256;10;(-0,001, 0,001);0,085347292;0,112367082;0,095434835;97,07142857
7;2;10;0,005;784;256;10;(-0,001, 0,001);0,072894833;0,108685469;0,093836431;97,08571429
8;2;10;0,005;784;256;10;(-0,001, 0,001);0,063677824;0,100894305;0,087677366;97,35714286
9;2;10;0,005;784;256;10;(-0,001, 0,001);0,056067861;0,09687065;0,087417397;97,34285714
10;2;10;0,005;784;256;10;(-0,001, 0,001);0,049178708;0,094778503;0,081042075;97,57142857
1;3;10;0,005;784;256;10;(-0,001, 0,001);0,74415412;0,321909373;0,307929036;91,37142857
2;3;10;0,005;784;256;10;(-0,001, 0,001);0,277727809;0,235881642;0,222126367;93,51428571
3;3;10;0,005;784;256;10;(-0,001, 0,001);0,209718159;0,193820574;0,178912933;94,88571429
4;3;10;0,005;784;256;10;(-0,001, 0,001);0,166765255;0,171197685;0,157849632;95,55714286
5;3;10;0,005;784;256;10;(-0,001, 0,001);0,139103283;0,145931607;0,130853751;96,38571429
6;3;10;0,005;784;256;10;(-0,001, 0,001);0,118756634;0,136149464;0,118961985;96,6
7;3;10;0,005;784;256;10;(-0,001, 0,001);0,103059779;0,124300747;0,11035218;96,78571429
8;3;10;0,005;784;256;10;(-0,001, 0,001);0,090765087;0,115170912;0,1023303;96,95714286
9;3;10;0,005;784;256;10;(-0,001, 0,001);0,080836535;0,109827363;0,09695109;97,04285714
10;3;10;0,005;784;256;10;(-0,001, 0,001);0,071964931;0,104627231;0,09201689;97,14285714
1;4;10;0,005;784;256;10;(-0,001, 0,001);0,875284051;0,351138488;0,335729657;90,6
2;4;10;0,005;784;256;10;(-0,001, 0,001);0,30849695;0,276081746;0,262768123;92,32857143
3;4;10;0,005;784;256;10;(-0,001, 0,001);0,242451133;0,224335366;0,209006411;93,84285714
4;4;10;0,005;784;256;10;(-0,001, 0,001);0,197935594;0,193120124;0,179596605;94,84285714
5;4;10;0,005;784;256;10;(-0,001, 0,001);0,166854632;0,172674903;0,157918978;95,15714286
6;4;10;0,005;784;256;10;(-0,001, 0,001);0,144886088;0,153995039;0,138581122;96,04285714
7;4;10;0,005;784;256;10;(-0,001, 0,001);0,127042657;0,140076352;0,126742054;96,31428571
8;4;10;0,005;784;256;10;(-0,001, 0,001);0,112803951;0,133242159;0,12018369;96,62857143
9;4;10;0,005;784;256;10;(-0,001, 0,001);0,101636118;0,124028924;0,111011622;96,81428571
10;4;10;0,005;784;256;10;(-0,001, 0,001);0,091941694;0,119507422;0,105136017;96,92857143
1;5;10;0,005;784;256;10;(-0,001, 0,001);1,003473251;0,384176253;0,370897862;89,38571429
2;5;10;0,005;784;256;10;(-0,001, 0,001);0,338375237;0,294049652;0,282539078;91,65714286
3;5;10;0,005;784;256;10;(-0,001, 0,001);0,27139287;0,246615994;0,238887516;93,05714286
4;5;10;0,005;784;256;10;(-0,001, 0,001);0,227615099;0,213376189;0,203300696;94,12857143
5;5;10;0,005;784;256;10;(-0,001, 0,001);0,194138724;0,187927593;0,178666444;94,82857143
6;5;10;0,005;784;256;10;(-0,001, 0,001);0,169144576;0,16743466;0,158260143;95,34285714
7;5;10;0,005;784;256;10;(-0,001, 0,001);0,14956899;0,154465796;0,143897613;95,91428571
8;5;10;0,005;784;256;10;(-0,001, 0,001);0,133224764;0,142767485;0,132172076;96,24285714
9;5;10;0,005;784;256;10;(-0,001, 0,001);0,120498635;0,136130804;0,125186148;96,3
10;5;10;0,005;784;256;10;(-0,001, 0,001);0,109793932;0,127166389;0,113968678;96,61428571
1;2;10;0,0075;784;256;10;(-0,001, 0,001);0,493376886;0,223318259;0,209525499;93,88571429
2;2;10;0,0075;784;256;10;(-0,001, 0,001);0,182258625;0,159935786;0,143466902;95,85714286
3;2;10;0,0075;784;256;10;(-0,001, 0,001);0,127147376;0,125644204;0,113613901;96,51428571
4;2;10;0,0075;784;256;10;(-0,001, 0,001);0,096863173;0,104507619;0,095759159;97,08571429
5;2;10;0,0075;784;256;10;(-0,001, 0,001);0,077158512;0,101888175;0,090837972;97,27142857
6;2;10;0,0075;784;256;10;(-0,001, 0,001);0,064648478;0,096861261;0,086400783;97,44285714
7;2;10;0,0075;784;256;10;(-0,001, 0,001);0,05429663;0,091411372;0,08187545;97,6
8;2;10;0,0075;784;256;10;(-0,001, 0,001);0,045935623;0,085354985;0,073532936;97,64285714
9;2;10;0,0075;784;256;10;(-0,001, 0,001);0,039316333;0,085719088;0,07670166;97,77142857
10;2;10;0,0075;784;256;10;(-0,001, 0,001);0,033300497;0,080445425;0,070513841;97,77142857
1;3;10;0,0075;784;256;10;(-0,001, 0,001);0,599353496;0,316338214;0,307341255;90,58571429
2;3;10;0,0075;784;256;10;(-0,001, 0,001);0,228656882;0,207748201;0,197280252;94,1
3;3;10;0,0075;784;256;10;(-0,001, 0,001);0,1629831;0,1506326;0,138375462;96,1
4;3;10;0,0075;784;256;10;(-0,001, 0,001);0,126444548;0,134157693;0,123571802;96,41428571
5;3;10;0,0075;784;256;10;(-0,001, 0,001);0,104249621;0,116209351;0,106158567;96,91428571
6;3;10;0,0075;784;256;10;(-0,001, 0,001);0,08722309;0,106227189;0,096016997;97,04285714
7;3;10;0,0075;784;256;10;(-0,001, 0,001);0,074062749;0,103215367;0,091301607;97,24285714
8;3;10;0,0075;784;256;10;(-0,001, 0,001);0,064126733;0,09572065;0,085090975;97,47142857
9;3;10;0,0075;784;256;10;(-0,001, 0,001);0,056179644;0,089648412;0,080381731;97,45714286
10;3;10;0,0075;784;256;10;(-0,001, 0,001);0,049693119;0,091534935;0,079512076;97,6
1;4;10;0,0075;784;256;10;(-0,001, 0,001);0,697609942;0,309326231;0,294807462;91,65714286
2;4;10;0,0075;784;256;10;(-0,001, 0,001);0,264771207;0,228870611;0,222148747;93,22857143
3;4;10;0,0075;784;256;10;(-0,001, 0,001);0,196657218;0,176398202;0,169940555;94,81428571
4;4;10;0,0075;784;256;10;(-0,001, 0,001);0,155138922;0,144971672;0,139572153;96,11428571
5;4;10;0,0075;784;256;10;(-0,001, 0,001);0,127104035;0,127495792;0,122931396;96,48571429
6;4;10;0,0075;784;256;10;(-0,001, 0,001);0,107206812;0,113814236;0,108466108;96,94285714
7;4;10;0,0075;784;256;10;(-0,001, 0,001);0,092369622;0,102464813;0,102226145;96,97142857
8;4;10;0,0075;784;256;10;(-0,001, 0,001);0,081508878;0,096387142;0,095811105;97,28571429
9;4;10;0,0075;784;256;10;(-0,001, 0,001);0,072374931;0,090724263;0,08771315;97,4
10;4;10;0,0075;784;256;10;(-0,001, 0,001);0,064274479;0,084140228;0,084746272;97,37142857
1;5;10;0,0075;784;256;10;(-0,001, 0,001);0,795329693;0,327660875;0,318745654;90,94285714
2;5;10;0,0075;784;256;10;(-0,001, 0,001);0,293128303;0,245097294;0,240206368;93,17142857
3;5;10;0,0075;784;256;10;(-0,001, 0,001);0,226857376;0,201429572;0,196330531;94,22857143
4;5;10;0,0075;784;256;10;(-0,001, 0,001);0,183736459;0,168850008;0,164048554;95,18571429
5;5;10;0,0075;784;256;10;(-0,001, 0,001);0,153179398;0,147486183;0,141384635;95,88571429
6;5;10;0,0075;784;256;10;(-0,001, 0,001);0,131148707;0,135872644;0,129518516;96,15714286
7;5;10;0,0075;784;256;10;(-0,001, 0,001);0,114052056;0,125542406;0,118875249;96,44285714
8;5;10;0,0075;784;256;10;(-0,001, 0,001);0,100129474;0,111419033;0,106584388;97,01428571
9;5;10;0,0075;784;256;10;(-0,001, 0,001);0,089418926;0,11384743;0,103952427;96,88571429
10;5;10;0,0075;784;256;10;(-0,001, 0,001);0,080373331;0,101893697;0,093913798;97,21428571
1;2;10;0,01;784;256;10;(-0,001, 0,001);0,424452407;0,219374877;0,196826874;94,01428571
2;2;10;0,01;784;256;10;(-0,001, 0,001);0,152470232;0,145080144;0,128505023;96,28571429
3;2;10;0,01;784;256;10;(-0,001, 0,001);0,104521412;0,109797185;0,094140161;97,12857143
4;2;10;0,01;784;256;10;(-0,001, 0,001);0,078224225;0,097684288;0,079689863;97,48571429
5;2;10;0,01;784;256;10;(-0,001, 0,001);0,062277018;0,09190237;0,075798608;97,65714286
6;2;10;0,01;784;256;10;(-0,001, 0,001);0,050914398;0,089923739;0,081782359;97,51428571
7;2;10;0,01;784;256;10;(-0,001, 0,001);0,040876779;0,09676506;0,078671225;97,61428571
8;2;10;0,01;784;256;10;(-0,001, 0,001);0,035019333;0,086492619;0,076235408;97,61428571
9;2;10;0,01;784;256;10;(-0,001, 0,001);0,028281608;0,079639218;0,068404132;97,85714286
10;2;10;0,01;784;256;10;(-0,001, 0,001);0,023642238;0,082057772;0,064739955;98,08571429
1;3;10;0,01;784;256;10;(-0,001, 0,001);0,522843362;0,230808137;0,224533331;93,25714286
2;3;10;0,01;784;256;10;(-0,001, 0,001);0,199528302;0,157947686;0,153035993;95,81428571
3;3;10;0,01;784;256;10;(-0,001, 0,001);0,141010145;0,136177474;0,133087711;96,28571429
4;3;10;0,01;784;256;10;(-0,001, 0,001);0,107648928;0,106524441;0,099889122;97,24285714
5;3;10;0,01;784;256;10;(-0,001, 0,001);0,087082366;0,090911444;0,087471321;97,61428571
6;3;10;0,01;784;256;10;(-0,001, 0,001);0,072265184;0,089684186;0,089690892;97,4
7;3;10;0,01;784;256;10;(-0,001, 0,001);0,060457774;0,082618692;0,0807832;97,58571429
8;3;10;0,01;784;256;10;(-0,001, 0,001);0,052067826;0,078316736;0,075367959;97,85714286
9;3;10;0,01;784;256;10;(-0,001, 0,001);0,044786556;0,077697232;0,071744827;97,88571429
10;3;10;0,01;784;256;10;(-0,001, 0,001);0,03750511;0,08197305;0,077006576;97,8
1;4;10;0,01;784;256;10;(-0,001, 0,001);0,597298159;0,277222777;0,259400152;92,3
2;4;10;0,01;784;256;10;(-0,001, 0,001);0,227473401;0,196191477;0,181091296;94,8
3;4;10;0,01;784;256;10;(-0,001, 0,001);0,165398044;0,16828679;0,149684238;95,84285714
4;4;10;0,01;784;256;10;(-0,001, 0,001);0,129458203;0,133560501;0,118864536;96,68571429
5;4;10;0,01;784;256;10;(-0,001, 0,001);0,10474186;0,12358069;0,106811375;96,8
6;4;10;0,01;784;256;10;(-0,001, 0,001);0,088360578;0,111907302;0,095569896;97,28571429
7;4;10;0,01;784;256;10;(-0,001, 0,001);0,074938301;0,106863571;0,089883414;97,45714286
8;4;10;0,01;784;256;10;(-0,001, 0,001);0,064701996;0,098042203;0,082877842;97,55714286
9;4;10;0,01;784;256;10;(-0,001, 0,001);0,056292577;0,093273607;0,079523827;97,67142857
10;4;10;0,01;784;256;10;(-0,001, 0,001);0,048737448;0,088940578;0,073126551;97,94285714
1;5;10;0,01;784;256;10;(-0,001, 0,001);0,675389474;0,301726531;0,276190386;91,97142857
2;5;10;0,01;784;256;10;(-0,001, 0,001);0,249604784;0,237781914;0,213771295;93,81428571
3;5;10;0,01;784;256;10;(-0,001, 0,001);0,183859332;0,17573726;0,156436024;95,45714286
4;5;10;0,01;784;256;10;(-0,001, 0,001);0,145492226;0,153088295;0,138797407;95,85714286
5;5;10;0,01;784;256;10;(-0,001, 0,001);0,119531392;0,131228855;0,114815103;96,45714286
6;5;10;0,01;784;256;10;(-0,001, 0,001);0,100818121;0,126387121;0,109941273;96,75714286
7;5;10;0,01;784;256;10;(-0,001, 0,001);0,087255625;0,119005101;0,10029486;97,02857143
8;5;10;0,01;784;256;10;(-0,001, 0,001);0,076541335;0,105286841;0,088329564;97,32857143
9;5;10;0,01;784;256;10;(-0,001, 0,001);0,067067457;0,100320727;0,087280757;97,4
10;5;10;0,01;784;256;10;(-0,001, 0,001);0,059689014;0,097580349;0,08556477;97,52857143
1;2;10;0,001;784;512;10;(-0,001, 0,001);1,468301137;0,573211436;0,555968584;84,28571429
2;2;10;0,001;784;512;10;(-0,001, 0,001);0,447254524;0,383879671;0,367492225;89,64285714
3;2;10;0,001;784;512;10;(-0,001, 0,001);0,348866269;0,325003283;0,308670619;90,91428571
4;2;10;0,001;784;512;10;(-0,001, 0,001);0,30623032;0,298829865;0,282710462;92,04285714
5;2;10;0,001;784;512;10;(-0,001, 0,001);0,277119469;0,267675122;0,253599292;92,64285714
6;2;10;0,001;784;512;10;(-0,001, 0,001);0,252516461;0,246400535;0,233082156;93,24285714
7;2;10;0,001;784;512;10;(-0,001, 0,001);0,231478602;0,229545983;0,216119757;93,78571429
8;2;10;0,001;784;512;10;(-0,001, 0,001);0,213342622;0,212993675;0,202482579;94
9;2;10;0,001;784;512;10;(-0,001, 0,001);0,197288152;0,202042542;0,189072031;94,51428571
10;2;10;0,001;784;512;10;(-0,001, 0,001);0,183660618;0,189605383;0,179548211;94,77142857
1;3;10;0,001;784;512;10;(-0,001, 0,001);1,836176059;0,878577533;0,867894965;78,47142857
2;3;10;0,001;784;512;10;(-0,001, 0,001);0,601660131;0,45763275;0,441104513;88,1
3;3;10;0,001;784;512;10;(-0,001, 0,001);0,413004047;0,372389226;0,36056845;89,82857143
4;3;10;0,001;784;512;10;(-0,001, 0,001);0,357165681;0,334531495;0,321703847;90,78571429
5;3;10;0,001;784;512;10;(-0,001, 0,001);0,325192531;0,3087539;0,298881237;91,35714286
6;3;10;0,001;784;512;10;(-0,001, 0,001);0,301580354;0,289175419;0,277881082;91,97142857
7;3;10;0,001;784;512;10;(-0,001, 0,001);0,281778537;0,27318223;0,261972375;92,31428571
8;3;10;0,001;784;512;10;(-0,001, 0,001);0,264032946;0,258544218;0,247068501;92,74285714
9;3;10;0,001;784;512;10;(-0,001, 0,001);0,248360881;0,247576393;0,238471869;92,92857143
10;3;10;0,001;784;512;10;(-0,001, 0,001);0,234476689;0,233974199;0,223512457;93,61428571
1;4;10;0,001;784;512;10;(-0,001, 0,001);2,100994186;1,321907507;1,326797781;63,1
2;4;10;0,001;784;512;10;(-0,001, 0,001);0,81553504;0,548583256;0,54249893;85,68571429
3;4;10;0,001;784;512;10;(-0,001, 0,001);0,48574538;0,415821707;0,40830951;89,04285714
4;4;10;0,001;784;512;10;(-0,001, 0,001);0,401628224;0,364126249;0,35799786;90,04285714
5;4;10;0,001;784;512;10;(-0,001, 0,001);0,361401134;0,335938227;0,330372989;90,58571429
6;4;10;0,001;784;512;10;(-0,001, 0,001);0,335686191;0,315522215;0,30845269;91,14285714
7;4;10;0,001;784;512;10;(-0,001, 0,001);0,316109605;0,298627279;0,291874964;91,47142857
8;4;10;0,001;784;512;10;(-0,001, 0,001);0,299483333;0,285105178;0,279456321;91,81428571
9;4;10;0,001;784;512;10;(-0,001, 0,001);0,284969618;0,272432429;0,266882571;92,25714286
10;4;10;0,001;784;512;10;(-0,001, 0,001);0,272065097;0,260326095;0,254716347;92,37142857
1;5;10;0,001;784;512;10;(-0,001, 0,001);2,22903978;1,838108263;1,835219058;41,64285714
2;5;10;0,001;784;512;10;(-0,001, 0,001);1,103609704;0,7048798;0,691230479;81,27142857
3;5;10;0,001;784;512;10;(-0,001, 0,001);0,577814882;0,486740911;0,470103299;87,58571429
4;5;10;0,001;784;512;10;(-0,001, 0,001);0,448360101;0,410025862;0,395669275;89,2
5;5;10;0,001;784;512;10;(-0,001, 0,001);0,392713666;0,371339311;0,356483028;90,27142857
6;5;10;0,001;784;512;10;(-0,001, 0,001);0,360153188;0,3462313;0,331362168;90,68571429
7;5;10;0,001;784;512;10;(-0,001, 0,001);0,337113239;0,325838124;0,312838638;91,04285714
8;5;10;0,001;784;512;10;(-0,001, 0,001);0,319000854;0,312777876;0,299380195;91,38571429
9;5;10;0,001;784;512;10;(-0,001, 0,001);0,303821364;0,298744728;0,284025739;91,74285714
10;5;10;0,001;784;512;10;(-0,001, 0,001);0,290604182;0,288465807;0,273320588;92,2
1;2;10;0,0025;784;512;10;(-0,001, 0,001);0,842898799;0,359403458;0,336956609;90,25714286
2;2;10;0,0025;784;512;10;(-0,001, 0,001);0,303686353;0,272150036;0,25344646;92,51428571
3;2;10;0,0025;784;512;10;(-0,001, 0,001);0,237767768;0,225815588;0,213300872;93,72857143
4;2;10;0,0025;784;512;10;(-0,001, 0,001);0,195924582;0,190663673;0,179061355;94,74285714
5;2;10;0,0025;784;512;10;(-0,001, 0,001);0,165338693;0,166487925;0,153546997;95,5
6;2;10;0,0025;784;512;10;(-0,001, 0,001);0,142161654;0,155664071;0,144002979;95,95714286
7;2;10;0,0025;784;512;10;(-0,001, 0,001);0,123909023;0,134373995;0,122904861;96,57142857
8;2;10;0,0025;784;512;10;(-0,001, 0,001);0,109164117;0,123622164;0,115676674;96,65714286
9;2;10;0,0025;784;512;10;(-0,001, 0,001);0,097091068;0,117094038;0,105437357;97,04285714
10;2;10;0,0025;784;512;10;(-0,001, 0,001);0,087525088;0,108662662;0,098440176;97,12857143
1;3;10;0,0025;784;512;10;(-0,001, 0,001);1,061031319;0,41242585;0,393678821;89,14285714
2;3;10;0,0025;784;512;10;(-0,001, 0,001);0,353279684;0,31222689;0,297762954;91,34285714
3;3;10;0,0025;784;512;10;(-0,001, 0,001);0,287126371;0,276460403;0,259609798;92,28571429
4;3;10;0,0025;784;512;10;(-0,001, 0,001);0,244372807;0,238710854;0,221753306;93,52857143
5;3;10;0,0025;784;512;10;(-0,001, 0,001);0,211539617;0,214928325;0,199491383;94,02857143
6;3;10;0,0025;784;512;10;(-0,001, 0,001);0,185886545;0,192098995;0,176259423;94,62857143
7;3;10;0,0025;784;512;10;(-0,001, 0,001);0,165317945;0,177823472;0,159281485;95,41428571
8;3;10;0,0025;784;512;10;(-0,001, 0,001);0,148783199;0,167953563;0,148316037;95,71428571
9;3;10;0,0025;784;512;10;(-0,001, 0,001);0,134982431;0,156111778;0,137959434;95,81428571
10;3;10;0,0025;784;512;10;(-0,001, 0,001);0,122907002;0,147756167;0,12846782;96,11428571
1;4;10;0,0025;784;512;10;(-0,001, 0,001);1,268159626;0,486254572;0,463544212;87,51428571
2;4;10;0,0025;784;512;10;(-0,001, 0,001);0,396319368;0,349692567;0,329131208;90,64285714
3;4;10;0,0025;784;512;10;(-0,001, 0,001);0,318925475;0,303298383;0,284251259;91,88571429
4;4;10;0,0025;784;512;10;(-0,001, 0,001);0,277434141;0,268665589;0,252579725;92,67142857
5;4;10;0,0025;784;512;10;(-0,001, 0,001);0,245770353;0,239429959;0,226421581;93,52857143
6;4;10;0,0025;784;512;10;(-0,001, 0,001);0,221158995;0,219545261;0,207114097;94,12857143
7;4;10;0,0025;784;512;10;(-0,001, 0,001);0,200290599;0,203239292;0,191788722;94,55714286
8;4;10;0,0025;784;512;10;(-0,001, 0,001);0,183291088;0,186873113;0,176701228;94,87142857
9;4;10;0,0025;784;512;10;(-0,001, 0,001);0,168529128;0,182693017;0,169672824;95,18571429
10;4;10;0,0025;784;512;10;(-0,001, 0,001);0,156414116;0,16556629;0,15490178;95,55714286
1;5;10;0,0025;784;512;10;(-0,001, 0,001);1,469084854;0,572694961;0,548853281;85,2
2;5;10;0,0025;784;512;10;(-0,001, 0,001);0,444825864;0,386438104;0,361713222;89,98571429
3;5;10;0,0025;784;512;10;(-0,001, 0,001);0,34551899;0,334351058;0,309249543;91,21428571
4;5;10;0,0025;784;512;10;(-0,001, 0,001);0,303369138;0,302886394;0,276445152;92,17142857
5;5;10;0,0025;784;512;10;(-0,001, 0,001);0,272621752;0,276928779;0,251687133;92,87142857
6;5;10;0,0025;784;512;10;(-0,001, 0,001);0,248021328;0,258907135;0,233334828;93,38571429
7;5;10;0,0025;784;512;10;(-0,001, 0,001);0,226222991;0,243485696;0,216265541;93,64285714
8;5;10;0,0025;784;512;10;(-0,001, 0,001);0,207802028;0,226144944;0,200311003;94,14285714
9;5;10;0,0025;784;512;10;(-0,001, 0,001);0,192415377;0,212854401;0,188766105;94,45714286
10;5;10;0,0025;784;512;10;(-0,001, 0,001);0,178990725;0,200835129;0,177605118;94,82857143
1;2;10;0,005;784;512;10;(-0,001, 0,001);0,580139782;0,273462894;0,252517915;92,64285714
2;2;10;0,005;784;512;10;(-0,001, 0,001);0,219625499;0,196183141;0,177663122;94,74285714
3;2;10;0,005;784;512;10;(-0,001, 0,001);0,156284459;0,149451034;0,134990524;96,11428571
4;2;10;0,005;784;512;10;(-0,001, 0,001);0,119953279;0,133376542;0,117278105;96,58571429
5;2;10;0,005;784;512;10;(-0,001, 0,001);0,097404187;0,116298052;0,10509841;96,91428571
6;2;10;0,005;784;512;10;(-0,001, 0,001);0,081486949;0,102984328;0,091794006;97,21428571
7;2;10;0,005;784;512;10;(-0,001, 0,001);0,069112718;0,093891187;0,08414167;97,58571429
8;2;10;0,005;784;512;10;(-0,001, 0,001);0,05950665;0,097584625;0,086054192;97,35714286
9;2;10;0,005;784;512;10;(-0,001, 0,001);0,051578916;0,084740274;0,075774367;97,71428571
10;2;10;0,005;784;512;10;(-0,001, 0,001);0,044782991;0,083517267;0,076874616;97,78571429
1;3;10;0,005;784;512;10;(-0,001, 0,001);0,724690569;0,323126954;0,300955428;91,25714286
2;3;10;0,005;784;512;10;(-0,001, 0,001);0,267830905;0,245129065;0,231166386;93,01428571
3;3;10;0,005;784;512;10;(-0,001, 0,001);0,201190201;0,188849544;0,173309717;94,88571429
4;3;10;0,005;784;512;10;(-0,001, 0,001);0,159147936;0,159432743;0,145359583;95,88571429
5;3;10;0,005;784;512;10;(-0,001, 0,001);0,131449273;0,137309372;0,123313155;96,37142857
6;3;10;0,005;784;512;10;(-0,001, 0,001);0,111475733;0,1255303;0,112105521;96,77142857
7;3;10;0,005;784;512;10;(-0,001, 0,001);0,096499417;0,114221473;0,101183135;97,07142857
8;3;10;0,005;784;512;10;(-0,001, 0,001);0,084934165;0,107634349;0,096295819;97,31428571
9;3;10;0,005;784;512;10;(-0,001, 0,001);0,075362995;0,099768011;0,087141032;97,35714286
10;3;10;0,005;784;512;10;(-0,001, 0,001);0,067674261;0,091522503;0,082588911;97,65714286
1;4;10;0,005;784;512;10;(-0,001, 0,001);0,839687385;0,355702447;0,333636997;90,25714286
2;4;10;0,005;784;512;10;(-0,001, 0,001);0,304756475;0,272613096;0,25633383;92,45714286
3;4;10;0,005;784;512;10;(-0,001, 0,001);0,237625604;0,224892964;0,21177054;93,61428571
4;4;10;0,005;784;512;10;(-0,001, 0,001);0,194092957;0,187580778;0,174969199;94,97142857
5;4;10;0,005;784;512;10;(-0,001, 0,001);0,163368528;0,164480348;0,151958945;95,77142857
6;4;10;0,005;784;512;10;(-0,001, 0,001);0,140084144;0,146285096;0,136257661;96,08571429
7;4;10;0,005;784;512;10;(-0,001, 0,001);0,122532186;0,134886814;0,123168347;96,44285714
8;4;10;0,005;784;512;10;(-0,001, 0,001);0,108782471;0,126909384;0,116584578;96,74285714
9;4;10;0,005;784;512;10;(-0,001, 0,001);0,096727105;0,118107053;0,105594037;97,04285714
10;4;10;0,005;784;512;10;(-0,001, 0,001);0,087516355;0,10885727;0,098867617;97,17142857
1;5;10;0,005;784;512;10;(-0,001, 0,001);0,95848002;0,377420744;0,361427226;89,65714286
2;5;10;0,005;784;512;10;(-0,001, 0,001);0,329343401;0,290999082;0,278464267;91,67142857
3;5;10;0,005;784;512;10;(-0,001, 0,001);0,263572922;0,243169299;0,232743158;93,11428571
4;5;10;0,005;784;512;10;(-0,001, 0,001);0,222090532;0,208070512;0,196817506;94,15714286
5;5;10;0,005;784;512;10;(-0,001, 0,001);0,191258893;0,187980383;0,17579057;94,91428571
6;5;10;0,005;784;512;10;(-0,001, 0,001);0,167329402;0,168060114;0,157663062;95,38571429
