numeor epoch;batch_size;nb_epochs;learning_rate;input_size;hidden_size;output_size;weight_init_range;Training Loss;Validation Loss;Test Loss;Accuracy
6;2;10;0,0075;784;4096;10;(-0,01, 0,01);0,047347612;0,074847592;0,072384809;97,84285714
7;2;10;0,0075;784;4096;10;(-0,01, 0,01);0,038627168;0,070443561;0,065908066;98,07142857
8;2;10;0,0075;784;4096;10;(-0,01, 0,01);0,031397475;0,065843016;0,059125403;98,25714286
9;2;10;0,0075;784;4096;10;(-0,01, 0,01);0,025822393;0,064440245;0,058969372;98,07142857
10;2;10;0,0075;784;4096;10;(-0,01, 0,01);0,020787789;0,063906291;0,058581819;98,12857143
1;3;10;0,0075;784;4096;10;(-0,01, 0,01);0,406604441;0,23016495;0,224916433;93,2
2;3;10;0,0075;784;4096;10;(-0,01, 0,01);0,190110847;0,148171347;0,144198005;95,84285714
3;3;10;0,0075;784;4096;10;(-0,01, 0,01);0,132779397;0,118718378;0,115160226;96,78571429
4;3;10;0,0075;784;4096;10;(-0,01, 0,01);0,101579902;0,101831034;0,098193795;97,18571429
5;3;10;0,0075;784;4096;10;(-0,01, 0,01);0,081451277;0,08707106;0,084145755;97,58571429
6;3;10;0,0075;784;4096;10;(-0,01, 0,01);0,067158553;0,082807515;0,079972092;97,54285714
7;3;10;0,0075;784;4096;10;(-0,01, 0,01);0,05606756;0,083568356;0,081840524;97,41428571
8;3;10;0,0075;784;4096;10;(-0,01, 0,01);0,048360289;0,070111819;0,068196951;97,84285714
9;3;10;0,0075;784;4096;10;(-0,01, 0,01);0,040800295;0,072615207;0,072243958;97,8
10;3;10;0,0075;784;4096;10;(-0,01, 0,01);0,035141502;0,064325004;0,062087652;98,02857143
1;4;10;0,0075;784;4096;10;(-0,01, 0,01);0,449404376;0,266633469;0,246226384;93,14285714
2;4;10;0,0075;784;4096;10;(-0,01, 0,01);0,218701987;0,193798416;0,176521556;95,07142857
3;4;10;0,0075;784;4096;10;(-0,01, 0,01);0,159301941;0,160778322;0,146085342;95,54285714
4;4;10;0,0075;784;4096;10;(-0,01, 0,01);0,124678597;0,125547859;0,114622187;96,82857143
5;4;10;0,0075;784;4096;10;(-0,01, 0,01);0,101240476;0,112229628;0,100241133;97,14285714
6;4;10;0,0075;784;4096;10;(-0,01, 0,01);0,084653226;0,103169687;0,094185647;97,27142857
7;4;10;0,0075;784;4096;10;(-0,01, 0,01);0,072536215;0,092809126;0,084624911;97,3
8;4;10;0,0075;784;4096;10;(-0,01, 0,01);0,062848613;0,085156502;0,07630691;97,64285714
9;4;10;0,0075;784;4096;10;(-0,01, 0,01);0,054533754;0,082172846;0,073849239;97,84285714
10;4;10;0,0075;784;4096;10;(-0,01, 0,01);0,048020818;0,079067708;0,071128479;97,72857143
1;5;10;0,0075;784;4096;10;(-0,01, 0,01);0,489589505;0,294679432;0,271234425;92,04285714
2;5;10;0,0075;784;4096;10;(-0,01, 0,01);0,241464099;0,222889114;0,198704955;94,27142857
3;5;10;0,0075;784;4096;10;(-0,01, 0,01);0,181218514;0,184635734;0,1614491;95,54285714
4;5;10;0,0075;784;4096;10;(-0,01, 0,01);0,144128084;0,156336306;0,13517794;96,1
5;5;10;0,0075;784;4096;10;(-0,01, 0,01);0,1181801;0,136272151;0,115636369;96,71428571
6;5;10;0,0075;784;4096;10;(-0,01, 0,01);0,099893513;0,123443074;0,102098139;97,07142857
7;5;10;0,0075;784;4096;10;(-0,01, 0,01);0,085728983;0,115379323;0,095549599;97,2
8;5;10;0,0075;784;4096;10;(-0,01, 0,01);0,074600481;0,113480604;0,090469847;97,4
9;5;10;0,0075;784;4096;10;(-0,01, 0,01);0,065880135;0,101664978;0,079069638;97,71428571
10;5;10;0,0075;784;4096;10;(-0,01, 0,01);0,058077338;0,103535636;0,081603587;97,37142857
1;2;10;0,01;784;4096;10;(-0,01, 0,01);0,311909634;0,174409991;0,164836567;94,91428571
2;2;10;0,01;784;4096;10;(-0,01, 0,01);0,128246427;0,106346748;0,096745016;97,08571429
3;2;10;0,01;784;4096;10;(-0,01, 0,01);0,085123287;0,093024009;0,090042355;97,41428571
4;2;10;0,01;784;4096;10;(-0,01, 0,01);0,062797891;0,073792886;0,069952923;97,87142857
5;2;10;0,01;784;4096;10;(-0,01, 0,01);0,047423734;0,07791114;0,072322163;97,84285714
6;2;10;0,01;784;4096;10;(-0,01, 0,01);0,036791244;0,074236875;0,068438811;97,85714286
7;2;10;0,01;784;4096;10;(-0,01, 0,01);0,028419465;0,064665442;0,060622915;98,17142857
8;2;10;0,01;784;4096;10;(-0,01, 0,01);0,021805292;0,064083592;0,057548311;98,24285714
9;2;10;0,01;784;4096;10;(-0,01, 0,01);0,01646652;0,059571026;0,054682645;98,15714286
10;2;10;0,01;784;4096;10;(-0,01, 0,01);0,01268982;0,061010051;0,054152747;98,24285714
1;3;10;0,01;784;4096;10;(-0,01, 0,01);0,368600711;0,192774626;0,19128364;94,45714286
2;3;10;0,01;784;4096;10;(-0,01, 0,01);0,161265528;0,126273415;0,120732117;96,67142857
3;3;10;0,01;784;4096;10;(-0,01, 0,01);0,109184336;0,106957726;0,103686873;96,72857143
4;3;10;0,01;784;4096;10;(-0,01, 0,01);0,082044572;0,085566168;0,080992937;97,52857143
5;3;10;0,01;784;4096;10;(-0,01, 0,01);0,064483351;0,076413733;0,072271538;97,94285714
6;3;10;0,01;784;4096;10;(-0,01, 0,01);0,051639578;0,07194524;0,068768764;97,84285714
7;3;10;0,01;784;4096;10;(-0,01, 0,01);0,042969716;0,068718002;0,064194552;97,87142857
8;3;10;0,01;784;4096;10;(-0,01, 0,01);0,035475965;0,067345615;0,063798301;98,02857143
9;3;10;0,01;784;4096;10;(-0,01, 0,01);0,029221425;0,063283314;0,061461357;98,07142857
10;3;10;0,01;784;4096;10;(-0,01, 0,01);0,024193757;0,062687612;0,058422235;98,18571429
1;4;10;0,01;784;4096;10;(-0,01, 0,01);0,403836902;0,240203344;0,220589911;93,64285714
2;4;10;0,01;784;4096;10;(-0,01, 0,01);0,189144877;0,163464125;0,150662293;95,5
3;4;10;0,01;784;4096;10;(-0,01, 0,01);0,132181175;0,134083932;0,117235158;96,64285714
4;4;10;0,01;784;4096;10;(-0,01, 0,01);0,100774593;0,111962241;0,098079352;97,21428571
5;4;10;0,01;784;4096;10;(-0,01, 0,01);0,080871132;0,100954484;0,089475508;97,48571429
6;4;10;0,01;784;4096;10;(-0,01, 0,01);0,06646275;0,094716407;0,0834827;97,5
7;4;10;0,01;784;4096;10;(-0,01, 0,01);0,056073162;0,082085531;0,072518997;97,91428571
8;4;10;0,01;784;4096;10;(-0,01, 0,01);0,047621687;0,079206557;0,068638229;97,95714286
9;4;10;0,01;784;4096;10;(-0,01, 0,01);0,040907152;0,079334036;0,068594148;97,87142857
10;4;10;0,01;784;4096;10;(-0,01, 0,01);0,035124854;0,075107232;0,066567361;97,97142857
1;5;10;0,01;784;4096;10;(-0,01, 0,01);0,441324569;0,251778991;0,239882647;92,88571429
2;5;10;0,01;784;4096;10;(-0,01, 0,01);0,215088249;0,17660447;0,168206743;95,37142857
3;5;10;0,01;784;4096;10;(-0,01, 0,01);0,154715877;0,142975164;0,138391496;96,1
4;5;10;0,01;784;4096;10;(-0,01, 0,01);0,119214809;0,11679113;0,109933254;96,77142857
5;5;10;0,01;784;4096;10;(-0,01, 0,01);0,097843605;0,100364672;0,094617023;97,22857143
6;5;10;0,01;784;4096;10;(-0,01, 0,01);0,081250392;0,089251911;0,087808403;97,45714286
7;5;10;0,01;784;4096;10;(-0,01, 0,01);0,06836285;0,08515777;0,081738116;97,62857143
8;5;10;0,01;784;4096;10;(-0,01, 0,01);0,059524111;0,080586288;0,076641782;97,7
9;5;10;0,01;784;4096;10;(-0,01, 0,01);0,051518479;0,074757928;0,070518851;97,7
10;5;10;0,01;784;4096;10;(-0,01, 0,01);0,045073594;0,070801289;0,068830896;97,87142857
1;2;10;0,001;784;128;10;(-0,1, 0,1);0,704756786;0,381363943;0,362679541;90,21428571
2;2;10;0,001;784;128;10;(-0,1, 0,1);0,34207266;0,313396542;0,297293675;91,71428571
3;2;10;0,001;784;128;10;(-0,1, 0,1);0,293435128;0,278174206;0,262746745;92,48571429
4;2;10;0,001;784;128;10;(-0,1, 0,1);0,261252675;0,253925527;0,239646174;93,18571429
5;2;10;0,001;784;128;10;(-0,1, 0,1);0,236509953;0,233156704;0,219518161;93,7
6;2;10;0,001;784;128;10;(-0,1, 0,1);0,216308962;0,216341953;0,203656382;94,17142857
7;2;10;0,001;784;128;10;(-0,1, 0,1);0,198695787;0,199874566;0,188767695;94,48571429
8;2;10;0,001;784;128;10;(-0,1, 0,1);0,183722829;0,18724911;0,177800592;94,81428571
9;2;10;0,001;784;128;10;(-0,1, 0,1);0,170555425;0,177706057;0,167236702;95,15714286
10;2;10;0,001;784;128;10;(-0,1, 0,1);0,158891737;0,170327006;0,159599372;95,45714286
1;3;10;0,001;784;128;10;(-0,1, 0,1);0,825433729;0,427922301;0,410631145;88,95714286
2;3;10;0,001;784;128;10;(-0,1, 0,1);0,374736851;0,341921496;0,324300704;90,91428571
3;3;10;0,001;784;128;10;(-0,1, 0,1);0,317839877;0,302428288;0,287583067;91,77142857
4;3;10;0,001;784;128;10;(-0,1, 0,1);0,285891311;0,27583796;0,263910406;92,25714286
5;3;10;0,001;784;128;10;(-0,1, 0,1);0,261898199;0,256078278;0,244420581;92,85714286
6;3;10;0,001;784;128;10;(-0,1, 0,1);0,242295858;0,238652791;0,227355214;93,44285714
7;3;10;0,001;784;128;10;(-0,1, 0,1);0,225849055;0,224613928;0,21512756;93,84285714
8;3;10;0,001;784;128;10;(-0,1, 0,1);0,211894152;0,212151367;0,20225092;94,01428571
9;3;10;0,001;784;128;10;(-0,1, 0,1);0,199593702;0,201496475;0,19187465;94,24285714
10;3;10;0,001;784;128;10;(-0,1, 0,1);0,188498263;0,190735492;0,181693349;94,52857143
1;4;10;0,001;784;128;10;(-0,1, 0,1);0,986307958;0,494555778;0,476630385;87,6
2;4;10;0,001;784;128;10;(-0,1, 0,1);0,419910798;0,381732405;0,36041408;90,01428571
3;4;10;0,001;784;128;10;(-0,1, 0,1);0,35036364;0,339375109;0,316562624;90,95714286
4;4;10;0,001;784;128;10;(-0,1, 0,1);0,316731968;0,315468514;0,291918384;91,42857143
5;4;10;0,001;784;128;10;(-0,1, 0,1);0,293423809;0,295576796;0,273236089;92,21428571
6;4;10;0,001;784;128;10;(-0,1, 0,1);0,274777489;0,280412017;0,258307792;92,58571429
7;4;10;0,001;784;128;10;(-0,1, 0,1);0,259088165;0,266398949;0,244155149;93,1
8;4;10;0,001;784;128;10;(-0,1, 0,1);0,245245319;0,254352145;0,232737072;93,34285714
9;4;10;0,001;784;128;10;(-0,1, 0,1);0,232745057;0,242850156;0,221336106;93,68571429
10;4;10;0,001;784;128;10;(-0,1, 0,1);0,221567222;0,233997742;0,213211252;93,81428571
1;5;10;0,001;784;128;10;(-0,1, 0,1);1,029335032;0,540626942;0,522211037;87,22857143
2;5;10;0,001;784;128;10;(-0,1, 0,1);0,45502044;0,405385726;0,386322608;89,55714286
3;5;10;0,001;784;128;10;(-0,1, 0,1);0,374426671;0,358546187;0,340190939;90,5
4;5;10;0,001;784;128;10;(-0,1, 0,1);0,337517791;0,332873575;0,314883607;90,98571429
5;5;10;0,001;784;128;10;(-0,1, 0,1);0,313314211;0,311671004;0,293832268;91,71428571
6;5;10;0,001;784;128;10;(-0,1, 0,1);0,294909617;0,295758087;0,27784747;92,14285714
7;5;10;0,001;784;128;10;(-0,1, 0,1);0,279515767;0,28371732;0,266790384;92,45714286
8;5;10;0,001;784;128;10;(-0,1, 0,1);0,266370895;0,2725018;0,255096051;92,72857143
9;5;10;0,001;784;128;10;(-0,1, 0,1);0,254550617;0,261677854;0,24407605;93,08571429
10;5;10;0,001;784;128;10;(-0,1, 0,1);0,243670612;0,253235962;0,235505394;93,17142857
1;2;10;0,0025;784;128;10;(-0,1, 0,1);0,479200023;0,288391234;0,27896248;92,2
2;2;10;0,0025;784;128;10;(-0,1, 0,1);0,253802443;0,228340783;0,217067413;93,77142857
3;2;10;0,0025;784;128;10;(-0,1, 0,1);0,19690851;0,180122742;0,166628388;95,31428571
4;2;10;0,0025;784;128;10;(-0,1, 0,1);0,161818435;0,157405219;0,145316021;95,85714286
5;2;10;0,0025;784;128;10;(-0,1, 0,1);0,137752193;0,143607818;0,132419012;96,28571429
6;2;10;0,0025;784;128;10;(-0,1, 0,1);0,120048375;0,129809394;0,117676734;96,67142857
7;2;10;0,0025;784;128;10;(-0,1, 0,1);0,106674008;0,117958802;0,105815022;97,04285714
8;2;10;0,0025;784;128;10;(-0,1, 0,1);0,095937401;0,116884423;0,107193012;97,01428571
9;2;10;0,0025;784;128;10;(-0,1, 0,1);0,086944037;0,108259542;0,098564413;97,07142857
10;2;10;0,0025;784;128;10;(-0,1, 0,1);0,079577662;0,102369042;0,091012651;97,28571429
1;3;10;0,0025;784;128;10;(-0,1, 0,1);0,560106578;0,330400676;0,317200209;90,92857143
2;3;10;0,0025;784;128;10;(-0,1, 0,1);0,298346698;0,264387142;0,251781003;92,64285714
3;3;10;0,0025;784;128;10;(-0,1, 0,1);0,245541051;0,227544108;0,215030705;93,61428571
4;3;10;0,0025;784;128;10;(-0,1, 0,1);0,210199166;0,198301222;0,18737263;94,54285714
5;3;10;0,0025;784;128;10;(-0,1, 0,1);0,184225352;0,179326272;0,16671029;95,11428571
6;3;10;0,0025;784;128;10;(-0,1, 0,1);0,163636472;0,166825104;0,153475015;95,35714286
7;3;10;0,0025;784;128;10;(-0,1, 0,1);0,147080773;0,152743438;0,14117731;95,84285714
8;3;10;0,0025;784;128;10;(-0,1, 0,1);0,133444548;0,146097515;0,134663151;96,12857143
9;3;10;0,0025;784;128;10;(-0,1, 0,1);0,121709073;0,134088832;0,12119429;96,42857143
10;3;10;0,0025;784;128;10;(-0,1, 0,1);0,11193472;0,130168828;0,116979942;96,6
1;4;10;0,0025;784;128;10;(-0,1, 0,1);0,633819104;0,352634382;0,341180112;90,14285714
2;4;10;0,0025;784;128;10;(-0,1, 0,1);0,317971044;0,290936121;0,277825867;91,98571429
3;4;10;0,0025;784;128;10;(-0,1, 0,1);0,269402991;0,249317855;0,236316784;93,44285714
4;4;10;0,0025;784;128;10;(-0,1, 0,1);0,236499957;0,224085929;0,214314635;93,94285714
5;4;10;0,0025;784;128;10;(-0,1, 0,1);0,211562101;0,204900242;0,194476447;94,54285714
6;4;10;0,0025;784;128;10;(-0,1, 0,1);0,191115306;0,190358541;0,178873713;94,91428571
7;4;10;0,0025;784;128;10;(-0,1, 0,1);0,174037788;0,175892745;0,167321843;95,11428571
8;4;10;0,0025;784;128;10;(-0,1, 0,1);0,159646907;0,163574616;0,152727956;95,72857143
9;4;10;0,0025;784;128;10;(-0,1, 0,1);0,147002807;0,153687828;0,143442169;96,02857143
10;4;10;0,0025;784;128;10;(-0,1, 0,1);0,136498721;0,145717563;0,13753225;96,14285714
1;5;10;0,0025;784;128;10;(-0,1, 0,1);0,715407307;0,395305837;0,369516138;89,95714286
2;5;10;0,0025;784;128;10;(-0,1, 0,1);0,340420833;0,320005013;0,299407211;91,44285714
3;5;10;0,0025;784;128;10;(-0,1, 0,1);0,289446775;0,28318058;0,262992015;92,35714286
4;5;10;0,0025;784;128;10;(-0,1, 0,1);0,256345867;0,259856142;0,242674346;92,98571429
5;5;10;0,0025;784;128;10;(-0,1, 0,1);0,231774061;0,236521595;0,219411795;93,84285714
6;5;10;0,0025;784;128;10;(-0,1, 0,1);0,211484519;0,217144129;0,201331239;94,37142857
7;5;10;0,0025;784;128;10;(-0,1, 0,1);0,195163723;0,205703045;0,189676853;94,61428571
8;5;10;0,0025;784;128;10;(-0,1, 0,1);0,181200868;0,192970017;0,176950617;94,91428571
9;5;10;0,0025;784;128;10;(-0,1, 0,1);0,168857409;0,184050654;0,16905765;94,91428571
10;5;10;0,0025;784;128;10;(-0,1, 0,1);0,157938136;0,174468235;0,161834492;95,12857143
1;2;10;0,005;784;128;10;(-0,1, 0,1);0,373300641;0,25878633;0,239047266;92,85714286
2;2;10;0,005;784;128;10;(-0,1, 0,1);0,188077355;0,178512139;0,156572688;95,5
3;2;10;0,005;784;128;10;(-0,1, 0,1);0,137839875;0,147593061;0,123945275;96,52857143
4;2;10;0,005;784;128;10;(-0,1, 0,1);0,10879292;0,131946111;0,110112977;96,75714286
5;2;10;0,005;784;128;10;(-0,1, 0,1);0,09033328;0,121254573;0,101002766;96,84285714
6;2;10;0,005;784;128;10;(-0,1, 0,1);0,076093925;0,105917681;0,088942017;97,24285714
7;2;10;0,005;784;128;10;(-0,1, 0,1);0,0658128;0,102397176;0,085009478;97,28571429
8;2;10;0,005;784;128;10;(-0,1, 0,1);0,056423104;0,097398113;0,079691963;97,55714286
9;2;10;0,005;784;128;10;(-0,1, 0,1);0,04977342;0,096999086;0,077455865;97,45714286
10;2;10;0,005;784;128;10;(-0,1, 0,1);0,043508781;0,09357527;0,075877553;97,58571429
1;3;10;0,005;784;128;10;(-0,1, 0,1);0,432077943;0,270272115;0,255080482;92,84285714
2;3;10;0,005;784;128;10;(-0,1, 0,1);0,222435857;0,194302833;0,180952725;94,54285714
3;3;10;0,005;784;128;10;(-0,1, 0,1);0,168765861;0,157791248;0,148098068;95,65714286
4;3;10;0,005;784;128;10;(-0,1, 0,1);0,137145341;0,144438193;0,137112551;96,05714286
5;3;10;0,005;784;128;10;(-0,1, 0,1);0,115818402;0,12829488;0,116309457;96,67142857
6;3;10;0,005;784;128;10;(-0,1, 0,1);0,099901432;0,114767455;0,103951865;96,81428571
7;3;10;0,005;784;128;10;(-0,1, 0,1);0,088263932;0,10498312;0,093858516;97,14285714
8;3;10;0,005;784;128;10;(-0,1, 0,1);0,078851327;0,10026129;0,09407895;97,11428571
9;3;10;0,005;784;128;10;(-0,1, 0,1);0,070471935;0,094693147;0,089411413;97,28571429
10;3;10;0,005;784;128;10;(-0,1, 0,1);0,063338595;0,091656414;0,083363448;97,41428571
1;4;10;0,005;784;128;10;(-0,1, 0,1);0,490493761;0,282883283;0,281386489;91,68571429
2;4;10;0,005;784;128;10;(-0,1, 0,1);0,260631339;0,22142497;0,218181054;93,42857143
3;4;10;0,005;784;128;10;(-0,1, 0,1);0,206574578;0,186675325;0,184249921;94,6
4;4;10;0,005;784;128;10;(-0,1, 0,1);0,169344642;0,166160009;0,155824785;95,45714286
5;4;10;0,005;784;128;10;(-0,1, 0,1);0,143964189;0,141824371;0,135218712;96,12857143
6;4;10;0,005;784;128;10;(-0,1, 0,1);0,124585853;0,130871289;0,125025577;96,1
7;4;10;0,005;784;128;10;(-0,1, 0,1);0,109910616;0,12455611;0,119595677;96,21428571
8;4;10;0,005;784;128;10;(-0,1, 0,1);0,098135036;0,110030423;0,106180861;96,65714286
9;4;10;0,005;784;128;10;(-0,1, 0,1);0,088875536;0,106045012;0,100017286;96,81428571
10;4;10;0,005;784;128;10;(-0,1, 0,1);0,080607274;0,101615263;0,095514864;97,01428571
1;5;10;0,005;784;128;10;(-0,1, 0,1);0,526058261;0,325037142;0,300762229;91,45714286
2;5;10;0,005;784;128;10;(-0,1, 0,1);0,281145258;0,259456428;0,240256158;93,08571429
3;5;10;0,005;784;128;10;(-0,1, 0,1);0,227538025;0,218125338;0,202766193;94,05714286
4;5;10;0,005;784;128;10;(-0,1, 0,1);0,189687085;0,187377664;0,170841296;95,04285714
5;5;10;0,005;784;128;10;(-0,1, 0,1);0,162254789;0,166490259;0,154586171;95,52857143
6;5;10;0,005;784;128;10;(-0,1, 0,1);0,141654478;0,1520758;0,140064962;95,88571429
7;5;10;0,005;784;128;10;(-0,1, 0,1);0,126043866;0,141903951;0,129193964;96,2
8;5;10;0,005;784;128;10;(-0,1, 0,1);0,113401291;0,131564567;0,117892715;96,8
9;5;10;0,005;784;128;10;(-0,1, 0,1);0,103207667;0,122397072;0,11058805;96,75714286
10;5;10;0,005;784;128;10;(-0,1, 0,1);0,094399897;0,116355921;0,104837214;96,91428571
1;2;10;0,0075;784;128;10;(-0,1, 0,1);0,33112358;0,190547924;0,181985451;94,71428571
2;2;10;0,0075;784;128;10;(-0,1, 0,1);0,156079554;0,136612099;0,133832679;96,12857143
3;2;10;0,0075;784;128;10;(-0,1, 0,1);0,109584713;0,107372823;0,105401737;96,78571429
4;2;10;0,0075;784;128;10;(-0,1, 0,1);0,085575925;0,100387728;0,096892212;96,88571429
5;2;10;0,0075;784;128;10;(-0,1, 0,1);0,068906275;0,089595128;0,091422246;97,15714286
6;2;10;0,0075;784;128;10;(-0,1, 0,1);0,057354751;0,079662675;0,07841863;97,51428571
7;2;10;0,0075;784;128;10;(-0,1, 0,1);0,048486349;0,078946835;0,076851251;97,67142857
8;2;10;0,0075;784;128;10;(-0,1, 0,1);0,040737224;0,080781653;0,084309328;97,32857143
9;2;10;0,0075;784;128;10;(-0,1, 0,1);0,033697603;0,073419599;0,076480575;97,51428571
10;2;10;0,0075;784;128;10;(-0,1, 0,1);0,028940457;0,070753523;0,075569;97,72857143
1;3;10;0,0075;784;128;10;(-0,1, 0,1);0,3811687;0,247933646;0,23640132;93,08571429
2;3;10;0,0075;784;128;10;(-0,1, 0,1);0,189519324;0,160214552;0,156466917;95,54285714
3;3;10;0,0075;784;128;10;(-0,1, 0,1);0,139423606;0,131370299;0,12160395;96,58571429
4;3;10;0,0075;784;128;10;(-0,1, 0,1);0,111162512;0,11450845;0,109402131;96,9
5;3;10;0,0075;784;128;10;(-0,1, 0,1);0,091755229;0,103611262;0,097496141;97,11428571
6;3;10;0,0075;784;128;10;(-0,1, 0,1);0,078264054;0,100446992;0,092320636;97,38571429
7;3;10;0,0075;784;128;10;(-0,1, 0,1);0,066996538;0,089288279;0,081915674;97,72857143
8;3;10;0,0075;784;128;10;(-0,1, 0,1);0,058822713;0,0885772;0,081198863;97,68571429
9;3;10;0,0075;784;128;10;(-0,1, 0,1);0,051608953;0,082527603;0,076455732;97,75714286
10;3;10;0,0075;784;128;10;(-0,1, 0,1);0,046040733;0,084819157;0,076900759;97,78571429
1;4;10;0,0075;784;128;10;(-0,1, 0,1);0,42473473;0,257588836;0,24197676;92,9
2;4;10;0,0075;784;128;10;(-0,1, 0,1);0,223476909;0,191062364;0,18179202;94,65714286
3;4;10;0,0075;784;128;10;(-0,1, 0,1);0,16837726;0,159849174;0,151478342;95,54285714
4;4;10;0,0075;784;128;10;(-0,1, 0,1);0,135187643;0,128958448;0,127025309;96,32857143
5;4;10;0,0075;784;128;10;(-0,1, 0,1);0,11333312;0,121300088;0,118887065;96,31428571
6;4;10;0,0075;784;128;10;(-0,1, 0,1);0,096757844;0,107145305;0,103874862;96,9
7;4;10;0,0075;784;128;10;(-0,1, 0,1);0,084458146;0,096100872;0,092886078;97,18571429
8;4;10;0,0075;784;128;10;(-0,1, 0,1);0,074670675;0,092456634;0,090886914;97,14285714
9;4;10;0,0075;784;128;10;(-0,1, 0,1);0,066361615;0,087542902;0,086299099;97,38571429
10;4;10;0,0075;784;128;10;(-0,1, 0,1);0,059267226;0,085340562;0,0843683;97,2
1;5;10;0,0075;784;128;10;(-0,1, 0,1);0,457171177;0,274047939;0,265948574;92,32857143
2;5;10;0,0075;784;128;10;(-0,1, 0,1);0,241014696;0,210840957;0,201450607;94,1
3;5;10;0,0075;784;128;10;(-0,1, 0,1);0,185543693;0,175709028;0,170516754;94,87142857
4;5;10;0,0075;784;128;10;(-0,1, 0,1);0,152277285;0,146722451;0,143883302;95,77142857
5;5;10;0,0075;784;128;10;(-0,1, 0,1);0,129096489;0,131054568;0,128269766;96,22857143
6;5;10;0,0075;784;128;10;(-0,1, 0,1);0,111887105;0,116102933;0,114982964;96,55714286
7;5;10;0,0075;784;128;10;(-0,1, 0,1);0,098196056;0,110076602;0,108171073;96,68571429
8;5;10;0,0075;784;128;10;(-0,1, 0,1);0,087655305;0,102265244;0,100160703;97
9;5;10;0,0075;784;128;10;(-0,1, 0,1);0,078751676;0,099400255;0,09922714;96,97142857
10;5;10;0,0075;784;128;10;(-0,1, 0,1);0,071471573;0,097242919;0,09342122;97,08571429
1;2;10;0,01;784;128;10;(-0,1, 0,1);0,298309215;0,180878803;0,16317807;95,1
2;2;10;0,01;784;128;10;(-0,1, 0,1);0,13298574;0,136742575;0,119368858;96,51428571
3;2;10;0,01;784;128;10;(-0,1, 0,1);0,0928946;0,114235254;0,098189082;97,08571429
4;2;10;0,01;784;128;10;(-0,1, 0,1);0,07336552;0,106096973;0,085385488;97,44285714
5;2;10;0,01;784;128;10;(-0,1, 0,1);0,058582526;0,094900292;0,077757802;97,65714286
6;2;10;0,01;784;128;10;(-0,1, 0,1);0,048521747;0,087983085;0,074910896;97,84285714
7;2;10;0,01;784;128;10;(-0,1, 0,1);0,03979141;0,082286983;0,07650991;97,75714286
8;2;10;0,01;784;128;10;(-0,1, 0,1);0,032967047;0,084319406;0,07064481;97,84285714
9;2;10;0,01;784;128;10;(-0,1, 0,1);0,026792209;0,086248106;0,080505407;97,71428571
10;2;10;0,01;784;128;10;(-0,1, 0,1);0,022522327;0,086895215;0,078226987;97,61428571
1;3;10;0,01;784;128;10;(-0,1, 0,1);0,345768633;0,205334884;0,192593647;94,37142857
2;3;10;0,01;784;128;10;(-0,1, 0,1);0,166755115;0,146588633;0,135194772;95,82857143
3;3;10;0,01;784;128;10;(-0,1, 0,1);0,119882453;0,117644171;0,108089222;96,9
4;3;10;0,01;784;128;10;(-0,1, 0,1);0,093105226;0,108476957;0,092772397;97,22857143
5;3;10;0,01;784;128;10;(-0,1, 0,1);0,07615773;0,096031904;0,084217975;97,55714286
6;3;10;0,01;784;128;10;(-0,1, 0,1);0,06387816;0,092229003;0,081882703;97,44285714
7;3;10;0,01;784;128;10;(-0,1, 0,1);0,054352072;0,083502261;0,074409755;97,7
8;3;10;0,01;784;128;10;(-0,1, 0,1);0,046504224;0,083624619;0,074914381;97,67142857
9;3;10;0,01;784;128;10;(-0,1, 0,1);0,040406736;0,078618884;0,070721725;97,75714286
10;3;10;0,01;784;128;10;(-0,1, 0,1);0,034365325;0,082139248;0,074316667;97,64285714
1;4;10;0,01;784;128;10;(-0,1, 0,1);0,382135154;0,24841981;0,22567726;93,81428571
2;4;10;0,01;784;128;10;(-0,1, 0,1);0,189004392;0,176754434;0,153143751;95,48571429
3;4;10;0,01;784;128;10;(-0,1, 0,1);0,137556539;0,147008347;0,123982443;96,27142857
4;4;10;0,01;784;128;10;(-0,1, 0,1);0,108498813;0,130985592;0,109701033;96,81428571
5;4;10;0,01;784;128;10;(-0,1, 0,1);0,090531291;0,116232091;0,098181504;97,11428571
6;4;10;0,01;784;128;10;(-0,1, 0,1);0,07628836;0,110964107;0,091318705;97,24285714
7;4;10;0,01;784;128;10;(-0,1, 0,1);0,066248675;0,106273077;0,084260997;97,38571429
8;4;10;0,01;784;128;10;(-0,1, 0,1);0,058102032;0,098132934;0,077835558;97,6
9;4;10;0,01;784;128;10;(-0,1, 0,1);0,05094671;0,096508569;0,077417967;97,71428571
10;4;10;0,01;784;128;10;(-0,1, 0,1);0,045554427;0,094181993;0,074072068;97,75714286
1;5;10;0,01;784;128;10;(-0,1, 0,1);0,407797808;0,256036541;0,236159284;93,08571429
2;5;10;0,01;784;128;10;(-0,1, 0,1);0,209513868;0,192658113;0,170898441;95,02857143
3;5;10;0,01;784;128;10;(-0,1, 0,1);0,15634242;0,15622481;0,138266469;95,68571429
4;5;10;0,01;784;128;10;(-0,1, 0,1);0,124101252;0,13340815;0,119987009;96,38571429
5;5;10;0,01;784;128;10;(-0,1, 0,1);0,103263799;0,121451907;0,106329452;96,94285714
