"numero epoch","batch_size","nb_epochs","learning_rate","input_size","hidden_size","output_size","weight_init_range","Training Loss","Validation Loss","Test Loss","Accuracy",""
"5","2","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.07722801628004","0.10284231552252","0.096474327061033","97.271428571429",""
"6","2","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.06311651278977","0.10004588163294","0.083653106562157","97.642857142857",""
"7","2","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.05195194199072","0.14668920069498","0.13820865364372","96.157142857143",""
"8","2","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.041665908637001","0.11210445365772","0.10070988646866","97.357142857143",""
"9","2","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.035597686090989","0.11259486834992","0.10560848476753","97.271428571429",""
"10","2","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.027694111717723","0.12126141464919","0.10394273555292","97.1",""
"1","3","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","2.1152862191267","1.2879804461201","1.2900064119426","53.871428571429",""
"2","3","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.52060739624762","0.25955323352154","0.24367583853071","92.785714285714",""
"3","3","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.19855212552136","0.16019240413696","0.15224703797464","95.628571428571",""
"4","3","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.13488387799724","0.13714720964941","0.12514131559583","96.271428571429",""
"5","3","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.10244906185907","0.11225066726709","0.10550846566474","97.071428571428",""
"6","3","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.083182425314927","0.096652310973975","0.08985856495461","97.071428571428",""
"7","3","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.067371464853147","0.10427556836039","0.095112798486488","96.885714285714",""
"8","3","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.055347046316877","0.09275173725734","0.087923128119828","97.228571428571",""
"9","3","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.046491169930841","0.085777115172937","0.077463613260755","97.728571428571",""
"10","3","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.038306326847001","0.09715114207041","0.093760159060034","97.285714285714",""
"1","4","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","2.3013892460248","2.2919099922029","2.2920951202937","10.842857142857",""
"2","4","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","1.3420283586328","0.53333425671173","0.50573000763782","84.585714285714",""
"3","4","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.30728398379601","0.23896190572679","0.21962269074969","93.114285714286",""
"4","4","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.1708734950341","0.18157625862102","0.15495778413759","95.185714285714",""
"5","4","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.12531198014015","0.13591046386368","0.11456304163016","96.371428571428",""
"6","4","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.098635989083517","0.13458372483553","0.10892845213015","96.785714285714",""
"7","4","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.081393053723278","0.10779726774597","0.088858205303376","97.442857142857",""
"8","4","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.068209211679617","0.10994253496653","0.092690599755594","97.257142857143",""
"9","4","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.056730516432633","0.098577166247887","0.084588915236466","97.485714285714",""
"10","4","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.04626511855096","0.10720232458153","0.098198711326614","97.128571428571",""
"1","5","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","2.3016264634236","2.3009553615063","2.3016443100997","10.842857142857",""
"2","5","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","1.7764271552187","0.99235743860758","1.0080065434958","66.271428571429",""
"3","5","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.55504831297509","0.31496855510835","0.31535172259801","90.985714285714",""
"4","5","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.24879607370301","0.19793574127116","0.19110404383441","94.371428571428",""
"5","5","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.17093296423668","0.15528697793614","0.1482733183619","95.871428571428",""
"6","5","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.13213220004098","0.13736675216399","0.12110425123164","96.5",""
"7","5","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.10642387324565","0.12232220684839","0.11523166924505","96.942857142857",""
"8","5","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.087033171887037","0.11524948806224","0.096294565913062","97.314285714286",""
"9","5","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.073521127850804","0.11502756842407","0.10298717682795","96.785714285714",""
"10","5","10","0.01","784","(256, 256)","10","(-0,001, 0,001)","0.062804934372329","0.10863280171441","0.094015682880781","97.3",""
"1","2","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3015164219765","2.300900690934","2.3018373309544","10.842857142857",""
"2","2","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3014264469866","2.3006466875757","2.3018330292702","10.842857142857",""
"3","2","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3013929728383","2.3005657213832","2.3016870195525","10.842857142857",""
"4","2","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3013907407957","2.3008211918483","2.3017571828025","10.842857142857",""
"5","2","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3013917507728","2.3006699956788","2.3015737813541","10.842857142857",""
"6","2","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3014048706255","2.3006925221473","2.301620669433","10.842857142857",""
"7","2","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3013763376077","2.3007049638506","2.3019900159836","10.842857142857",""
"8","2","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3014257587894","2.3007561870227","2.3018043387958","10.842857142857",""
"9","2","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3013942085561","2.3006464095343","2.3017324592045","10.842857142857",""
"10","2","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.301414694313","2.3006866262451","2.3016121171542","10.842857142857",""
"1","3","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3016209276375","2.3013670266242","2.3014701451618","10.842857142857",""
"2","3","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3011852585134","2.301394380104","2.3016247447985","10.842857142857",""
"3","3","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3012078142734","2.3013306842531","2.301560633491","10.842857142857",""
"4","3","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3011849364354","2.3012613729636","2.3015053874933","10.842857142857",""
"5","3","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3011774077444","2.3014046583289","2.3014890586809","10.842857142857",""
"6","3","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3012031524522","2.301275539682","2.3015553305674","10.842857142857",""
"7","3","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3011890634469","2.3012952806268","2.3015865576809","10.842857142857",""
"8","3","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3011742592709","2.3013237218062","2.3015788541253","10.842857142857",""
"9","3","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3011782413011","2.3013433051677","2.301641289863","10.842857142857",""
"10","3","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3011851100411","2.3014754467351","2.3016709008581","10.842857142857",""
"1","4","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3015892560331","2.3012065839767","2.3015654730116","10.842857142857",""
"2","4","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3011971620908","2.301200670212","2.3015974686486","10.842857142857",""
"3","4","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3011885425023","2.3012037403621","2.3015249425343","10.842857142857",""
"4","4","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3011839934001","2.3012185620505","2.3016025265285","10.842857142857",""
"5","4","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3011717804462","2.3012483201708","2.3016443298885","10.842857142857",""
"6","4","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3011760829555","2.3012335954394","2.3015700089591","10.842857142857",""
"7","4","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3011710353125","2.3013498169278","2.3015591989245","10.842857142857",""
"8","4","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3011765796419","2.3012629557413","2.3016336168562","10.842857142857",""
"9","4","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3011882233241","2.3012774796713","2.3015603320258","10.842857142857",""
"10","4","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3011813694333","2.3012637674241","2.3016315092359","10.842857142857",""
"1","5","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3015860529646","2.3016161978245","2.3014543378353","10.842857142857",""
"2","5","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3011286953375","2.3015683403091","2.3014799387114","10.842857142857",""
"3","5","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3010980626893","2.3015333230533","2.3014894826072","10.842857142857",""
"4","5","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3010952789395","2.3014602768989","2.3015919154031","10.842857142857",""
"5","5","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3010926486717","2.3014745637538","2.3015465419633","10.842857142857",""
"6","5","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3010967580808","2.3014963268288","2.3015886674608","10.842857142857",""
"7","5","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3010968316878","2.3015181803514","2.3015006898131","10.842857142857",""
"8","5","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3010955938271","2.3014596641064","2.3015585276059","10.842857142857",""
"9","5","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3010959739013","2.3015300925762","2.3015549567768","10.842857142857",""
"10","5","10","0.001","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3010997439661","2.301509321209","2.3014999287469","10.842857142857",""
"1","2","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3023033802093","2.3017941915421","2.30213485166","10.942857142857",""
"2","2","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.302527082307","2.3013141269532","2.3031432260104","10.842857142857",""
"3","2","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3025787257391","2.3012932155246","2.3025479057857","10.842857142857",""
"4","2","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3024878868602","2.3003785817207","2.3016201186861","10.842857142857",""
"5","2","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","1.2937474866494","0.35084504070886","0.3367839457172","90.985714285714",""
"6","2","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","0.23270148110105","0.1713840198107","0.16313770143859","95.642857142857",""
"7","2","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","0.13875006459429","0.13242484809893","0.12665599448499","96.514285714286",""
"8","2","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","0.10291470758406","0.12360022242384","0.11750546418305","96.685714285714",""
"9","2","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","0.08148255492394","0.1067377647969","0.10188585171571","96.928571428571",""
"10","2","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","0.066695616945199","0.099908218661743","0.088405235258951","97.414285714286",""
"1","3","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3019628632494","2.302217203776","2.3020781912963","10.842857142857",""
"2","3","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3017248636484","2.3019937015147","2.3028410323788","10.842857142857",""
"3","3","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3019880021612","2.302300257399","2.3024582403178","10.842857142857",""
"4","3","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3017508447596","2.3018318061602","2.3021857133766","10.842857142857",""
"5","3","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.30186055568","2.3020709289823","2.3015858583605","10.842857142857",""
"6","3","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3018889014494","2.3015584811143","2.3018098981746","10.842857142857",""
"7","3","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3018057699289","2.3015040194421","2.3015627884517","10.842857142857",""
"8","3","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","1.7851475417841","0.91752891043911","0.89892265599639","68.114285714286",""
"9","3","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","0.48218423036983","0.26794943393985","0.24852739533256","93.257142857143",""
"10","3","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","0.21301953244235","0.18412990999268","0.16131968127012","95.585714285714",""
"1","4","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3017329129151","2.3018681762332","2.3013996738706","10.842857142857",""
"2","4","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3015785207067","2.3034624621225","2.3029667385646","10.842857142857",""
"3","4","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3016189361754","2.3020203964294","2.3024948524748","10.842857142857",""
"4","4","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3016269058651","2.3030074166495","2.3021079480307","10.842857142857",""
"5","4","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3016551763482","2.3018047433429","2.3014813947678","10.842857142857",""
"6","4","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3016062117001","2.3023905407436","2.3019389946801","10.842857142857",""
"7","4","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3015844541315","2.3016328780613","2.302076143401","10.842857142857",""
"8","4","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.301579694237","2.3019124148384","2.3020226261956","10.842857142857",""
"9","4","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3014933374571","2.3014980824032","2.3017252145495","10.842857142857",""
"10","4","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3016088846562","2.3024987198058","2.3016805734634","10.842857142857",""
"1","5","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3017853094708","2.3019559674793","2.3015798384803","10.842857142857",""
"2","5","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3016884175321","2.3016430058176","2.3026099881104","10.842857142857",""
"3","5","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3016557939942","2.3024165399491","2.3028953153746","10.842857142857",""
"4","5","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3016851447404","2.3014714943984","2.3016747180053","10.842857142857",""
"5","5","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3016555336496","2.30191682246","2.3012122305802","10.842857142857",""
"6","5","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3016706873973","2.3015301536946","2.3021306305272","10.842857142857",""
"7","5","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3015895849419","2.3013097849157","2.3018002489635","10.842857142857",""
"8","5","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.301693047181","2.301371442704","2.3021420260838","10.842857142857",""
"9","5","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3016777759507","2.3015010667226","2.3022440019676","10.842857142857",""
"10","5","10","0.01","784","(256, 256, 256)","10","(-0,001, 0,001)","2.3017212759171","2.3015484874211","2.3023565149307","10.842857142857",""
"1","2","10","0.001","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.3017728822667","2.3008720938365","2.3015852360044","10.842857142857",""
"2","2","10","0.001","784","(256, 256, 256, 256)","10","(-0,001, 0,001)","2.301356335358","2.3009211153076","2.3015977423532","10.842857142857",""
